object_type,Cultures/periods,count
marble,Islamic,1
marble,Classical World,1
marble,18th Dynasty,1
map,Heisei Era,1
manuscript-box,Edo Period,1
manuscript,Second Intermediate,1
manuscript,Qing dynasty,1
mask,Nasca,1
mask,Mixtec,1
mask,Maya,1
mask,Liao dynasty,1
mask,Late Period,1
mask,Late Classic Maya,1
mask,Kassite,1
mask,Hongshan culture,1
mask,Han dynasty,1
mask,Eastern Zhou dynasty,1
mask,Early Quimbaya,1
mask,Chimu,1
block,Ottoman dynasty,1
mask,Tang dynasty,1
mask,Six Dynasties,1
mask,Showa Era,1
mask,Shang dynasty,1
mask,Roman Imperial,1
mask,Qing dynasty,1
mask,Qatabanian,1
mask,Ptolemaic,1
mask,Predynastic,1
mask,Postclassic Maya,1
mask,Phoenician,1
mask,Old Babylonian,1
mask,Neo-Elamite,1
mask-mould,Edo Period,1
mask,Warring States period,1
mask,Tenmei Era,1
blouse,Islamic,1
blouse,Hindu,1
block,Song dynasty,1
block,Shang dynasty,1
block,Sabaean,1
block,Roman Period,1
block,Qatabanian,1
block,Ptolemaic,1
block,Prehistoric,1
block,Post-Christian,1
block,Parthian,1
mattock,Roman Period,1
mattock,Neolithic,1
mattock,Late Christian Period,1
mattock,26th Dynasty,1
matrix,Iron Age,1
match-box,Meiji Era,1
mat,Yongzheng,1
mat,Showa Era,1
mat,Heisei Era,1
mat,Early Christian Period,1
mat,Coptic,1
mat,Classic Christian Period,1
mat,6th Dynasty,1
mastoidcup,Attic,1
mask-mould,Phoenician,1
medal,Post-Medieval,1
medal,Han dynasty,1
meat-jar,New Kingdom,1
meat-jar,18th Dynasty,1
measuring-vessel,Roman Period,1
measuring-vessel,Ptolemaic,1
measuring-vessel,Post-Christian,1
measuring-vessel,New Kingdom,1
measuring-rod,Third Intermediate,1
measuring-rod,26th Dynasty,1
measuring-cup,Early Islamic,1
measure,Qing dynasty,1
measure,Coptic,1
medicine-box,Roman,1
medallion-mould,Fatimid dynasty,1
medallion,Roman,1
medallion,Qing dynasty,1
medallion,Ptolemaic,1
medallion,Graeco-Roman,1
medallion,Classic Christian Period,1
medallion,Christian,1
medallion,27th Dynasty,1
block,Late Neolithic,1
block,Late Bronze Age,1
block,Kushan,1
menat,Late Period,1
menat,Ancient Egypt,1
memorialboard,Roman Period,1
mementomori,Post-Medieval,1
meiping,Northern Song dynasty,1
meiping,Kangxi,1
meiping,Joseon Dynasty,1
microburin,Late Mesolithic/Neolithic,1
microburin,Epi-palaeolithic,1
microburin,Capsian,1
mezuzah,Jewish,1
metope,Classical Greek,1
metate,Anasazi,1
menpo,Edo Period,1
menat,Ptolemaic,1
block,Ming dynasty,1
block,Middle Bronze Age,1
block,Middle Assyrian,1
block,Mesolithic,1
block,Medieval,1
block,Late Period,1
milk-jug,Yongzheng,1
militarydiploma,Roman,1
milestone,Romano-British,1
microlith,Predynastic,1
microlith,Neolithic/Bronze Age,1
microlith,Late Neolithic,1
microlith,Late Glacial,1
microlith,Capsian,1
microdenticulate,Mesolithic,1
microburin,Late Stone Age,1
mirror,Etruscan,1
mirror,Cypro-Classical,1
mirror,Cypro-Archaic II,1
mirror,Achaemenid,1
mirror,7th Dynasty,1
mirror,19th Dynasty,1
mirror,12th Dynasty,1
miniature,Iron Age,1
millstone,Romano-British,1
millstone,Late Anglo-Saxon,1
milk-pot,Qing dynasty,1
mirror,Late Helladic III,1
mirror,Late Helladic IIB,1
mirror,Late Cypriot IIC,1
mirror,Late Babylonian,1
mirror,Hellenistic,1
mirror,Heisei Era,1
mirror,Heian Period,1
mirror,Goth,1
mirror,Ghaznavid dynasty,1
mirror,Geometric Greek,1
mirror,Five Dynasties,1
mirror,First Intermediate,1
block,Classic Maya,1
mirror,Qajar dynasty,1
mirror,Muromachi Period,1
mirror,Momoyama Period,1
mirror,Liao dynasty,1
mirror,Late Kofun,1
mirror,Southern Song dynasty,1
mirror,Six Dynasties,1
mirror,Roman Period,1
block,Kandyan,1
block,Han dynasty,1
block,Greek,1
block,East Greek,1
block,Early Historic,1
block,Early Byzantine,1
block,Early Bronze Age,1
block,Early Anglo-Saxon,1
mizusashi,Jomon Period,1
mizusashi,Bunka Era,1
mitra,Archaic Greek,1
miscellaneousequipment,Romano-British,1
mirror-stand,Heisei Era,1
mirror-stand,Edo Period,1
mirror-stand,Archaic Greek,1
mirror-case,Etruscan,1
mirror,Urartian,1
mirror,Sui dynasty,1
model,Bronze Age,1
model,Boeotian,1
model,Badarian,1
model,Aztec,1
model,Attic,1
model,Achaemenid,1
model,9th Dynasty,1
model,4th Dynasty,1
model,21st Dynasty,1
model,19th Dynasty,1
mizusashi,Showa Era,1
blanket,Colonial,1
blank,Mesolithic,1
blank,Late Bronze Age,1
blank,Islamic,1
blank,Christian,1
model,Hallstatt,1
model,Germanic,1
model,Eastern Zhou dynasty,1
model,Early Historic,1
model,Early Dynastic III,1
model,Early Bronze Age IV,1
model,Early Bronze Age II,1
model,Early Bronze Age,1
model,Meiji Era,1
model,Levantine,1
model,Late Cypriot I,1
model,Islamic,1
model,Iron Age I,1
block,Attic,1
block,Archaic Greek,1
block,Ancient Egypt,1
block,Abbasid dynasty,1
block,20th Dynasty,1
blinker,New Kingdom,1
blind,Joseon Dynasty,1
blanket,X-Group Culture,1
blanket,Early Anglo-Saxon,1
model,Nubia and Sudan periods and cultures,1
model,Nomad,1
model,Naqada I,1
bladeletcore,Natufian,1
bladeletcore,Late Stone Age,1
bladeletcore,Eburran,1
bladelet,Solutrean,1
bladelet,Prehistoric,1
bladelet,New Kingdom,1
model,Middle Minoan I,1
model,Middle Babylonian,1
model,Middle Assyrian,1
modelbuildingstructure,Akkadian,1
modelbuildingstructure,6th Dynasty,1
model-fitting,New Kingdom,1
model-fitting,11th Dynasty,1
model,Zapotec,1
model,X-Group Culture,1
model,Western Jin dynasty,1
model,Viking,1
model,Urartian,1
model,Southern Song dynasty,1
model,Six Dynasties,1
model,Scythian,1
model,Roman Imperial,1
modelbuildingstructure,Ubaid,1
modelbuildingstructure,Third Intermediate,1
modelbuildingstructure,Song dynasty,1
modelbuildingstructure,Seljuq dynasty,1
modelbuildingstructure,Mitannian,1
modelbuildingstructure,Ming dynasty,1
modelbuildingstructure,Middle Islamic,1
modelbuildingstructure,Joseon Dynasty,1
modelbuildingstructure,Islamic,1
modelbuildingstructure,Hittite,1
modelbuildingstructure,Eastern Han dynasty,1
modelbuildingstructure,Early Historic,1
modelbuildingstructure,Ancient Egypt,1
modelgroup,Han dynasty,1
modelgroup,Ancient Egypt,1
modelgroup,Achaemenid,1
modelgroup,9th Dynasty,1
modelgroup,22nd Dynasty,1
modelgroup,18th Dynasty,1
modelgroup,13th Dynasty,1
bladelet,Magdalenian,1
bladelet,Late Mesolithic/Neolithic,1
bladelet,Archaic Period,1
bladecore,Solutrean,1
bladecore,Natufian,1
bladecore,Late Mesolithic/Neolithic,1
bladecore,Kebaran,1
money-pouch,Late Christian Period,1
money-box,Colonial,1
molarflask,Fatimid dynasty,1
modifiedpotsherd,Western Jin dynasty,1
modifiedpotsherd,Christian,1
modelgroup,Qing dynasty,1
modelgroup,Old Babylonian,1
modelgroup,Italic,1
morse,Late Medieval,1
moonjar,Joseon Dynasty,1
monumentalcross,Post-Medieval,1
monumentalcross,Middle Anglo-Saxon,1
monumentalcross,Anglo-Saxon,1
monument,Roman,1
monument,Old Babylonian,1
monument,Neo-Assyrian,1
monument,Babylonian,1
monument,Anglo-Saxon,1
monument,18th Dynasty,1
monstrance,Late Medieval,1
money-pouch,Post-Christian,1
blade,New Kingdom,1
mortar,Middle Islamic,1
mortar,Late Cypriot,1
mortar,Late Byzantine,1
mortar,Late Bronze Age,1
mortar,Islamic,1
mortar,Inca,1
mortar,Graeco-Roman,1
mortar,Ghaznavid dynasty,1
mortar,Early Historic,1
mortar,Aztec,1
mortar,Archaic Period,1
mortar,Abbasid dynasty,1
mortar,26th Dynasty,1
mortar,Showa Era,1
mortar,Safavid dynasty,1
mortar,Qing dynasty,1
mortar,Ottoman dynasty,1
mortar,Northern Song dynasty,1
bladecore,Chalcolithic,1
blade,Shang dynasty,1
blade,Old Kingdom,1
blade,Old Babylonian,1
blade,Oei Era,1
mosaic,Late Medieval,1
mosaic,Late Byzantine,1
mosaic,Early Dynastic III,1
mosaic,Aztec,1
mortarium,Iron Age,1
mortarium,Corinthian,1
mortarium,Classical Greek,1
mortar-spreader,Ptolemaic,1
mortar-spreader,Late Period,1
mortar,Taino,1
mould,Christian,1
mould,Chancay,1
mould,20th Dynasty,1
mould,18th Dynasty,1
mosque-lamp,Ottoman dynasty,1
mosque-lamp,Islamic,1
mosaicfloor,Roman Period,1
mosaic,Roman Period,1
mosaic,Middle Byzantine,1
mosaic,Late Roman,1
mould,Mamluk dynasty,1
mould,Late Roman,1
mould,Late Classic Maya,1
mould,Lambayeque,1
mould,Islamic,1
mould,Hellenistic,1
mould,Heisei Era,1
mould,Han dynasty,1
mould,Graeco-Roman,1
mould,Eastern Zhou dynasty,1
mould,Early Historic,1
mould,Classic Veracruz,1
blade,Late Neolithic/Early Bronze Age,1
mould,Roman Imperial,1
mould,Qing dynasty,1
mould,Prehistoric,1
mould,Post-Medieval,1
mould,Post-Classic,1
mould,Pachacamac,1
mould,Muisca,1
mould,Middle Islamic,1
mould,Middle Byzantine,1
moulding,Coptic,1
moulding,Classical Greek,1
moulding,26th Dynasty,1
mould,Warring States period,1
mould,Toltec,1
blade,Neo-Assyrian,1
blade,Natufian,1
blade,Middle Cypriot III,1
blade,Middle Cypriot,1
blade,Meiji Era,1
blade,Maya,1
blade,Longshan culture,1
mount,Magyar,1
mount,Hispano-Visigothic,1
mount,Early Byzantine,1
mount,Coptic,1
mount,Chimu,1
mount,Avar,1
moulding,Romano-British,1
moulding,Graeco-Roman,1
moulding,Early Historic,1
mouth-piece,Parthian,1
mouth-piece,Mesopotamian,1
mouth-piece,Graeco-Roman,1
mount,Ottonian,1
mount,Neolithic,1
mug,Late Helladic IIIB1,1
mug,Late Helladic IIIB,1
mug,Late Helladic IIIA1,1
mug,Late Helladic III,1
mug,Late Geometric Ib,1
mug,Late Bronze Age,1
mug,Laconian,1
mug,Islamic,1
mug,Geometric Greek,1
mug,East Greek,1
mug,Early Bronze Age II,1
mug,Early Bronze Age,1
mug,Classical Greek,1
blade,Edo Period,1
blade,Early Uruk,1
blade,Early Stone Age,1
multiplevase,Predynastic,1
multiplevase,Middle Cypriot II,1
multiplevase,Late Helladic IIIB,1
multiplevase,Early Cypriot III,1
multiplevase,Early Bronze Age III,1
multiplevase,Early Bronze Age,1
mug,Romano-British,1
mug,Persian Period,1
mug,Merovingian,1
mug,Medieval,1
mummy-brace,21st Dynasty,1
mummy-board,Roman Period,1
blade,Kebaran,1
blade,Islamic,1
blade,Iron Age III,1
blade,Hyde,1
blade,Hampshire,1
blade,Halaf,1
blade,Fauresmith,1
mummy-wrapping,26th Dynasty,1
mummy-portrait,Roman,1
mummy-packing,Third Intermediate,1
mummy-mask,Late Period,1
mummy-mask,Chancay,1
mummy-mask,26th Dynasty,1
mummy-label,Roman,1
mummy-label,New Kingdom,1
mummy-label,Late Period,1
mummy-label,Coptic,1
mummy-cloth,Late Period,1
musicalhorn,Hindu,1
musicalhorn,Colonial,1
musicalbeater,Tairona,1
mushroomstone,Classic Maya,1
mural,Islamic,1
mummyfootcase,Ptolemaic,1
mummy-wrapping,Second Intermediate,1
mummy-wrapping,Roman,1
mummy-wrapping,Middle Kingdom,1
mummy-wrapping,Islamic,1
mummy-wrapping,Graeco-Roman,1
mummy-wrapping,Ancient Egypt,1
nail,Ancient Egypt,1
nail,18th Dynasty,1
naginata,Muromachi Period,1
naginata,Meiji Era,1
nagajuban,Meiji Era,1
muzzle,Western Greek,1
mustard-pot,Qing dynasty,1
mustard-pot,Post-Medieval,1
musicalpipe,Romano-British,1
musicalinstrument-case,Late Medieval,1
musicalhorn,Moche,1
musicalhorn,Islamic,1
nail,Late Sasanian,1
nail,Late Roman,1
nail,Late Helladic III,1
nail,Late Bronze Age,1
nail,Late Anglo-Saxon,1
nail,Iron Age/Romano-British,1
nail,Hittite,1
nail,Graeco-Roman,1
nail,Early Islamic,1
nail,Early Christian Period,1
nail,Cypro-Archaic,1
nail,Coptic,1
blade,Bunnan Era,1
blade,Aurignacian,1
blade,4th Dynasty,1
nail,Persian-Hellenistic,1
nail,New Kingdom,1
nail,Neo-Assyrian,1
nail,Middle Anglo-Saxon,1
name-bead,18th Dynasty,1
name-bead,12th Dynasty,1
naiskos,Attic,1
nail,Urartian,1
nail,Predynastic,1
nail,Post-Christian,1
blade,Early Neolithic,1
blade,Early Cypriot III,1
blade,Early Cypriot,1
blade,Early Anglo-Saxon,1
blade,Dawenkou culture,1
blade,Chincha-Atacama,1
neck-amphora,Paestan,1
neck-amphora,Middle Geometric,1
neck-amphora,Late Geometric Ib,1
naukraticfigure,Ptolemaic,1
naukraticfigure,27th Dynasty,1
naukraticfigure,18th Dynasty,1
naturallybackedknife,Middle Palaeolithic,1
nargileh,Safavid dynasty,1
naos,New Kingdom,1
naos,27th Dynasty,1
name-bead-mould,New Kingdom,1
name-bead,25th Dynasty,1
bird-feeder,Qing dynasty,1
binding,Roman,1
binding,Post-Medieval,1
binding,Merovingian,1
neck-ring,Early Bronze Age,1
neck-ring,Bronze Age,1
neck-rest,Coptic,1
neck-piece,Edo Period,1
neck-ornament,X-Group Culture,1
neck-ornament,Roman,1
neck-ornament,Christian,1
neck-amphora,Proto-Geometric,1
necklace,13th Dynasty,1
neck-tie,Heisei Era,1
neck-ring,Nomad,1
neck-ring,Goth,1
neck-ring,Germanic,1
birdbrooch,Ostrogothic,1
birdbrooch,Germanic,1
birdbowl,East Greek,1
birdbowl,Boeotian,1
birdbowl,Archaic Greek,1
bird-pot,Post-Medieval,1
bird-net,Ancient Egypt,1
bird-feeder,Song dynasty,1
necklace,Cypro-Archaic II,1
necklace,Classic Christian Period,1
necklace,Christian,1
necklace,Bronze Age,1
necklace,American cultures and periods,1
necklace,Aksumite,1
necklace,25th Dynasty,1
bifaciallyretouchedflake,Prehistoric,1
bifaciallyretouchedflake,Palaeolithic,1
necklace,Late Helladic III,1
necklace,Late Bronze Age,1
necklace,Larsa Dynasty,1
necklace,Jemdet Nasr,1
necklace,Inca,1
necklace,Hallstatt,1
necklace,East Greek,1
necklace,Mycenaean,1
necklace,Minoan,1
binding,Medieval,1
binding,Late Anglo-Saxon,1
binding,Finno-Ugrian,1
binding,Bronze Age,1
billofexchange,Daoguang,1
adze,Iron Age,1
bifaciallyworkedpiece,Mesolithic,1
bifaciallyworkedpiece,Early Bronze Age,1
bifaciallyretouchedflake,Upper Palaeolithic,1
adze,Hampshire,1
needle,2nd Dynasty,1
needle,18th Dynasty,1
necklet,East Greek,1
necklace,X-Group Culture,1
adze,Classic Maya,1
necklace,Viking,1
adze,Archaic Period,1
necklace,Third Dynasty of Ur,1
adze,Anasazi,1
necklace,Predynastic,1
adze,1st Dynasty,1
necklace,Parthian,1
adorno,Post-Classic,1
necklace,Ostrogothic,1
necklace,Old Babylonian,1
biberon,Phoenician,1
bi,Zhou dynasty,1
bi,Warring States period,1
acrocup,Attic,1
bi,Qing dynasty,1
acornlekythos,Attic,1
accessorycup,Bronze Age,1
needle,Hallstatt,1
needle,Finno-Ugrian,1
needle,Early Dynastic III,1
needle,Early Christian Period,1
Volgupoint,Solutrean,1
PopeJoanboard,Post-Medieval,1
needle,Coptic,1
needle,Classic Christian Period,1
needle,Christian,1
needle,Middle Bronze Age,1
needle,Mesopotamian,1
needle,Merovingian,1
needle,Medieval,1
chisel,Indus Valley Civilisation,1
needle,Late Iron Age,1
chisel,Faiyum Culture,1
bifaciallyretouchedflake,Neolithic/Bronze Age,1
yarn,Moche,1
bifaciallyretouchedflake,Epi-palaeolithic,1
bifaciallyretouchedflake,Bronze Age,1
yarn,Late Christian Period,1
bier,Early Anglo-Saxon,1
bident,Iron Age,1
bident,26th Dynasty,1
biberon,Phoenician/Punic,1
yan,Shang dynasty  ,1
xuanji,Shang dynasty,1
needle-case,Romano-British,1
needle-case,Roman Period,1
needle-case,Livian,1
needle-case,Finno-Ugrian,1
needle-case,Badarian,1
writing-tablet,Roman Imperial,1
needle,Upper Palaeolithic,1
needle,Roman Period,1
writing-tablet,Qajar dynasty,1
needle,Prehistoric,1
needle,Post-Christian,1
writing-tablet,Old Kingdom,1
needle,Naqada I,1
needle,Middle Kingdom,1
net-weight,Indus Valley Civilisation,1
net-weight,Christian Period,1
net-weight,Christian,1
net-weight,Archaic Greek,1
net-sinker,Ubaid,1
net-sinker,Taino,1
writing-tablet,New Kingdom,1
net-sinker,Ottoman dynasty,1
net-sinker,New Kingdom,1
writing-tablet,Neo-Assyrian,1
writing-tablet,Middle Anglo-Saxon,1
writing-tablet,Islamic,1
chisel,Predynastic,1
net-sinker,Iron Age,1
net-sinker,Christian,1
net,Ottoman dynasty,1
netting-shuttle,Iron Age,1
netting-shuttle,Celtic,1
netting-needle,Iron Age,1
netsuke,Three Kingdoms,1
chisel,Palaeolithic,1
netsuke,Kyowa Era,1
netsuke,Kyoho Era,1
netsuke,Kaei Era,1
netsuke,Horeki Era,1
netsuke,Heisei Era,1
chisel,Old Babylonian,1
chisel,Middle Stone Age,1
net-weight,Ottoman dynasty,1
chisel,Middle Kingdom,1
net-weight,Mesopotamian,1
net-weight,Jomon Period,1
bezel,Ancient South Arabian,1
bezel,18th Dynasty,1
night-light,Qing dynasty,1
night-light,Ming dynasty,1
chisel,Merovingian,1
niche,Roman Period,1
niche,Meroitic,1
chisel,Medieval,1
newyear-flask,Rhodian,1
chisel,Magdalenian,1
chisel,Late Neolithic/Early Bronze Age,1
newyear-card,Showa Era,1
chopping-knife,Showa Era,1
chopping-knife,Merovingian,1
newspaperperiodical,Keio Era,1
newspaperperiodical,Heisei Era,1
nodule,Late Neolithic/Early Bronze Age,1
nodule,Iron Age/Romano-British,1
nodule,Bronze Age,1
chopper,Romano-British,1
bi,Neolithic,1
bi,Ming dynasty,1
chopper,Middle Palaeolithic,1
bi,Late Neolithic,1
chopper,Mesopotamian,1
bezel,Sabaean,1
bezel,Roman Provincial,1
chopper,Late Neolithic,1
chopper,Epi-palaeolithic,1
chopper,Bronze Age,1
choker,Early Dynastic III,1
bezel,Anglo-Saxon,1
chocolate-cup,Qing dynasty,1
notch,Mesolithic,1
notch,Geometric Kebaran,1
notch,Epi-palaeolithic,1
notch,Chalcolithic,1
chisel,Roman Period,1
nose-stud,Indus Valley Civilisation,1
nose-ring,Sasanian,1
nose-ring,Mughal dynasty,1
nose-plug,Post-Christian,1
nose-plug,Han dynasty,1
nose-ornament,Quimbaya,1
nose-ornament,Late Quimbaya,1
chunk,Mesolithic,1
nodule,Middle Palaeolithic,1
chunk,Islamic,1
notice-board,Tenna Era,1
notice-board,Keio Era,1
chuck,Neolithic/Bronze Age,1
notchedscraper,Prehistoric,1
chuck,Iron Age,1
notchedscraper,Mesolithic,1
notchedbladelet,Natufian,1
notchedbladelet,Mesolithic,1
notchedbladelet,Kebaran,1
notchedbladelet,Geometric Kebaran,1
notchedblade,Upper Palaeolithic,1
notchedblade,Mesolithic,1
chopstick-rest,Showa Era,1
chopstick-rest,Heisei Era,1
notch,Neolithic/Bronze Age,1
chopstick-case,Qing dynasty,1
chopstick,Showa Era,1
chopstick,Joseon Dynasty,1
chopstick,Goryeo Dynasty,1
obelisk,Ptolemaic,1
obelisk,New Kingdom,1
obelisk,Middle Kingdom,1
obelisk,Coptic,1
obelisk,4th Dynasty,1
choppingtool,Palaeolithic,1
obelisk,19th Dynasty,1
cineraryurn,Roman Period,1
obelisk,12th Dynasty,1
oar,Graeco-Roman,1
oar,11th Dynasty,1
nut-cracker,Late Medieval,1
nozzle,Romano-British,1
offering-dish,Ming dynasty,1
offering-dish,Heisei Era,1
offering-dish,30th Dynasty,1
offering-dish,18th Dynasty,1
offering-cup,Ptolemaic,1
offering-cup,Heisei Era,1
offering-bowl,18th Dynasty,1
offering,New Kingdom,1
offering,26th Dynasty,1
offering,18th Dynasty,1
offcut,Neolithic/Bronze Age,1
offcut,Iron Age,1
oculistsstamp,Roman,1
ocarina,Pre-Columbian,1
ocarina,Maya,1
obi,Taisho Era,1
cineraryurn,Iron Age,1
offering-stand,Third Dynasty of Ur,1
offering-stand,Qing dynasty,1
offering-stand,Ptolemaic,1
offering-stand,Mesopotamian,1
cineraryurn,Hellenistic Period,1
offering-stand,Heisei Era,1
offering-stand,Graeco-Roman,1
cineraryurn,Bronze Age,1
offering-stand,6th Dynasty,1
offering-stand,5th Dynasty,1
offering-stand,18th Dynasty,1
offering-stand,12th Dynasty,1
cineraryurn,Anglo-Saxon,1
offering-dish,Post-Classic,1
offering-dish,Old Kingdom,1
offering-table,Old Kingdom,1
cinerarychest,Roman Imperial,1
cinerarybowl,Early Anglo-Saxon,1
cigarette-holder,Late Christian Period,1
offering-table,First Intermediate,1
offering-table,Early Dynastic,1
offering-table,Classical Greek,1
cicadabrooch,Alanic,1
chytra,Ptolemaic,1
offering-table,4th Dynasty,1
chytra,Attic,1
offering-table,30th Dynasty,1
offering-table,2nd Dynasty,1
chunk,Upper Palaeolithic,1
chimney-pot,Goryeo Dynasty,1
chest,Qing dynasty,1
oil-bottle,Roman,1
oil-bottle,Hellenistic,1
oil-bottle,Corinthian,1
oil-bottle,Ayutthaya Period,1
offering-vessel,Teotihuacan,1
offering-vessel,Middle Kingdom,1
offering-vessel,First Intermediate,1
chest,Ptolemaic,1
offering-vase,6th Dynasty,1
offering-tray,Roman Period,1
offering-tray,Ancient Egypt,1
offering-tank,6th Dynasty,1
chest,New Kingdom,1
cista-fitting,Etrusco-Latin,1
offering-table,Roman,1
circumcisionequipment,Jewish,1
belt-fitting,Qing dynasty,1
belt-fitting,Post-Medieval,1
belt-fitting,Phrygian,1
circumcision-plate,Jewish,1
oil-lamp,Mamluk dynasty,1
oil-lamp,Levantine,1
oil-lamp,Fatimid dynasty,1
oil-lamp,East Greek,1
oil-lamp,Early Byzantine,1
circularendscraper,Upper Palaeolithic,1
oil-lamp,26th Dynasty,1
oil-jar,Ming dynasty,1
circularendscraper,Mesolithic,1
oil-flask,Romano-British,1
oil-flask,Roman,1
circlet,Qing dynasty,1
circlet,Mesopotamian,1
oinochoe,Chalcidian,1
oinochoe,Campanian,1
cippus,Ptolemaic,1
oil-vessel,Western Greek,1
oil-lamp,Roman,1
cippus,Ancient Egypt,1
clapper,Neo-Hittite,1
betel-cutter,Mughal dynasty,1
clapper,Ming dynasty,1
belt-fitting,Western Han dynasty,1
belt-fitting,Visigothic,1
citole,Late Medieval,1
belt-fitting,Sub-Roman,1
belt-fitting,Seljuq dynasty,1
belt-fitting,Samnite,1
olla,Faliscan,1
olla,Daunian  ,1
olla,Daunian,1
oliphant,Middle Byzantine,1
ointment-spoon,New Kingdom,1
ointment-pot,Roman,1
oinochoe,Ptolemaic,1
oinochoe,Peucetian,1
oinochoe,Middle Corinthian,1
oinochoe,Meroitic,1
oinochoe,Late Sasanian,1
oinochoe,Late Geometric IIb,1
oinochoe,Late Geometric,1
oinochoe,Iron Age,1
cistern,Qing dynasty,1
chisel,Eastern Zhou dynasty,1
oracle-shell,Shang dynasty,1
oracle-set,Merovingian,1
chisel,Early Kofun,1
chisel,Early Bronze Age,1
one-handler,Attic,1
omphalos,Etruscan,1
olpe,Western Greek,1
olpe,Middle Corinthian,1
chisel,2nd Dynasty,1
olpe,Greek,1
olpe,Etrusco-Corinthian,1
olpe,East Greek,1
olpe,Corinthian,1
olpe,Archaic Greek,1
clepsydra,Ptolemaic,1
cleaver,Qing dynasty,1
cleaver,Jomon Period,1
ornament,Early Byzantine,1
cleaver,Anglo-Saxon,1
ornament,Dilmun,1
cleat,Romano-British,1
ornament,Coptic,1
cleat,Late Anglo-Saxon,1
clawbeaker,Merovingian,1
clawbeaker,Early Anglo-Saxon,1
ornament,C-Group Culture,1
ornament,Buddhist,1
ornament,Anglo-Saxon,1
ornament,Adena,1
ornament,Achaemenid,1
ornament,Abbasid dynasty,1
clasp,Mesopotamian,1
belt-fitting,Italic,1
belt-fitting,Islamic,1
belt-fitting,Greek,1
clasp,Kofun Period,1
clasp,Italic,1
ornament,Halaf,1
ornament,Greek,1
cocktail-shaker,Qing dynasty,1
ornament,Goryeo Dynasty,1
ornament,Finno-Ugrian,1
ornament,Etruscan,1
ornament,Edo Period,1
cockspur,Post-Medieval,1
coat-of-mail,Medieval,1
ornament,Early Iron Age,1
coat,Qing dynasty,1
ornament,Late Bronze Age,1
coat,Jewish,1
ornament,Kassite,1
ornament,Joseon Dynasty,1
ornament,Italic,1
club,Inca,1
ornament,Hellenistic,1
ornament,Heisei Era,1
club,12th Dynasty,1
clothes-rack,Edo Period,1
cloth,Showa Era,1
belt-fitting,Livian,1
belt-fitting,Latgalian,1
belt-fitting,Late Sasanian,1
cloth,Islamic,1
belt-fitting,Late Antique,1
ornament,Parthian,1
ornament,Pan Grave,1
cloth,Iron Age,1
ornament,Moche,1
ornament,Middle Islamic,1
clog,Ottoman dynasty,1
ornament,Middle Assyrian,1
ornament,Merovingian,1
ornament,Meroitic,1
ornament,Meiji Era,1
ornament,Medieval,1
ornament,Late Period,1
clock,Heisei Era,1
coffer,Han dynasty,1
coffee-spoon,Heisei Era,1
ornament,Late Bronze Age III,1
belt-buckle,Qing dynasty,1
belt-buckle,Merovingian,1
ossuary,Sasanian,1
ornament-mould,Middle Byzantine,1
ornament-mould,Heisei Era,1
ornament,Zapotec,1
ornament,X-Group Culture,1
ornament,Third Intermediate,1
ornament,Tang dynasty,1
coffee-roaster,Ottoman dynasty,1
coffee-pot,Post-Medieval,1
ornament,Roman,1
ornament,Qianlong,1
ornament,Ptolemaic,1
ornament,Preclassic Maya,1
